E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E15ZP000000000         AZPM/2EFC LOGGER     070463390373610027111400159    PRODUTO 2 DO CUPOM 046339                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463400373620017111400148    PRODUTO 1 DO CUPOM 046340                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463400373620027110801300    PRODUTO 2 DO CUPOM 046340                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463410373630017110701502    PRODUTO 1 DO CUPOM 046341                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463410373630027110701502    PRODUTO 2 DO CUPOM 046341                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463420373640017110705307    PRODUTO 1 DO CUPOM 046342                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463420373640027110700501    PRODUTO 2 DO CUPOM 046342                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463420373640037111500102    PRODUTO 3 DO CUPOM 046342                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463450373650017111400237    PRODUTO 1 DO CUPOM 046345                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463450373650027111400237    PRODUTO 2 DO CUPOM 046345                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463450373650037111500102    PRODUTO 3 DO CUPOM 046345                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463450373650047110700501    PRODUTO 4 DO CUPOM 046345                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463480373660017110701535    PRODUTO 1 DO CUPOM 046348                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463480373660027110701535    PRODUTO 2 DO CUPOM 046348                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463480373660037111500208    PRODUTO 3 DO CUPOM 046348                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463500373670017110704657    PRODUTO 1 DO CUPOM 046350                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463500373670027111500208    PRODUTO 2 DO CUPOM 046350                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463500373670037110220900    PRODUTO 3 DO CUPOM 046350                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463520373680017110220900    PRODUTO 1 DO CUPOM 046352                                                                           0016000UN 00000001000000000000000000000000000016T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463520373680027111400276    PRODUTO 2 DO CUPOM 046352                                                                           0034000UN 00000001000000000000000000000000000034T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463530373690017110701535    PRODUTO 1 DO CUPOM 046353                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463530373690027111400237    PRODUTO 2 DO CUPOM 046353                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463530373690037110901769    PRODUTO 3 DO CUPOM 046353                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463550373700017111200361    PRODUTO 1 DO CUPOM 046355                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463550373700027111200102    PRODUTO 2 DO CUPOM 046355                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463560373710017110701570    PRODUTO 1 DO CUPOM 046356                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463560373710027110802905    PRODUTO 2 DO CUPOM 046356                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463570373720017111500221    PRODUTO 1 DO CUPOM 046357                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463570373720027111200123    PRODUTO 2 DO CUPOM 046357                                                                           0001000UN 00000250000000000000000000000000000250T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463590373730017110701502    PRODUTO 1 DO CUPOM 046359                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463590373730027111400159    PRODUTO 2 DO CUPOM 046359                                                                           0002000UN 00000220000000000000000000000000000440T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463600373740017110701502    PRODUTO 1 DO CUPOM 046360                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463620373750017110705307    PRODUTO 1 DO CUPOM 046362                                                                           0002000UN 00000260000000000000000000000000000520T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463620373750027111500136    PRODUTO 2 DO CUPOM 046362                                                                           0001000UN 00000310000000000000000000000000000310F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463620373750037111200116    PRODUTO 3 DO CUPOM 046362                                                                           0001000UN 00000150000000000000000000000000000150T0320  S000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463630373760017110704657    PRODUTO 1 DO CUPOM 046363                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463630373760027110705345    PRODUTO 2 DO CUPOM 046363                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463630373760037110701535    PRODUTO 3 DO CUPOM 046363                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463630373760047110801300    PRODUTO 4 DO CUPOM 046363                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463630373760057111500175    PRODUTO 5 DO CUPOM 046363                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770017110901740    PRODUTO 1 DO CUPOM 046364                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770027111500208    PRODUTO 2 DO CUPOM 046364                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770037110802880    PRODUTO 3 DO CUPOM 046364                                                                           0001000UN 00000560000000000000000000000000000560T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770047111400108    PRODUTO 4 DO CUPOM 046364                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770057110704657    PRODUTO 5 DO CUPOM 046364                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770067110701502    PRODUTO 6 DO CUPOM 046364                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463640373770077110701502    PRODUTO 7 DO CUPOM 046364                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463660373780017110220900    PRODUTO 1 DO CUPOM 046366                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463670373790017111400108    PRODUTO 1 DO CUPOM 046367                                                                           0002000UN 00000220000000000000000000000000000440T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463670373790027111400108    PRODUTO 2 DO CUPOM 046367                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463670373790037111400148    PRODUTO 3 DO CUPOM 046367                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463670373790047111400158    PRODUTO 4 DO CUPOM 046367                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463680373800017111500208    PRODUTO 1 DO CUPOM 046368                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463690373810017111400236    PRODUTO 1 DO CUPOM 046369                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463700373820017111400237    PRODUTO 1 DO CUPOM 046370                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463710373830017111500281    PRODUTO 1 DO CUPOM 046371                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463710373830027110701535    PRODUTO 2 DO CUPOM 046371                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463730373840017111400148    PRODUTO 1 DO CUPOM 046373                                                                           0002000UN 00000280000000000000000000000000000560T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463740373850017111500281    PRODUTO 1 DO CUPOM 046374                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463760373860017111500208    PRODUTO 1 DO CUPOM 046376                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463760373860027111200439    PRODUTO 2 DO CUPOM 046376                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463770373870017110800700    PRODUTO 1 DO CUPOM 046377                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463780373880017110706280    PRODUTO 1 DO CUPOM 046378                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463780373880027110708243    PRODUTO 2 DO CUPOM 046378                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463780373880037111500221    PRODUTO 3 DO CUPOM 046378                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463780373880047111200348    PRODUTO 4 DO CUPOM 046378                                                                           0001000UN 00000380000000000000000000000000000380T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463780373880057110802905    PRODUTO 5 DO CUPOM 046378                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463800373890017111400158    PRODUTO 1 DO CUPOM 046380                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463800373890027111400159    PRODUTO 2 DO CUPOM 046380                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463800373890037110701502    PRODUTO 3 DO CUPOM 046380                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463810373900017110701502    PRODUTO 1 DO CUPOM 046381                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463820373910017110704657    PRODUTO 1 DO CUPOM 046382                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463820373910027110901769    PRODUTO 2 DO CUPOM 046382                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463820373910037110220900    PRODUTO 3 DO CUPOM 046382                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463830373920017110708243    PRODUTO 1 DO CUPOM 046383                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463830373920027111400148    PRODUTO 2 DO CUPOM 046383                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463840373930017110802905    PRODUTO 1 DO CUPOM 046384                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463840373930027110901769    PRODUTO 2 DO CUPOM 046384                                                                           0001000UN 00000300000000000000000000000000000300T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463850373940017110701535    PRODUTO 1 DO CUPOM 046385                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463860373950017110802880    PRODUTO 1 DO CUPOM 046386                                                                           0001000UN 00000560000000000000000000000000000560T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463870373960017110708162    PRODUTO 1 DO CUPOM 046387                                                                           0001000UN 00000340000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463870373960027111200108    PRODUTO 2 DO CUPOM 046387                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463870373960037110801300    PRODUTO 3 DO CUPOM 046387                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E16ZP000000000         AZPM/2EFC LOGGER     070461020000000000000000000000LX20071119025629
E16ZP000000000         AZPM/2EFC LOGGER     070461040000000000000000000000LX20071119082152
E16ZP000000000         AZPM/2EFC LOGGER     070461170000000000000000000000LX20071119091018
E16ZP000000000         AZPM/2EFC LOGGER     070461180000000000000000000000LX20071119101419
E16ZP000000000         AZPM/2EFC LOGGER     070461190000000000000000000000LX20071119112131
E16ZP000000000         AZPM/2EFC LOGGER     070461220077590000000001000000CC20071119124206
E16ZP000000000         AZPM/2EFC LOGGER     070461240077600000000002000000CC20071119124316
E16ZP000000000         AZPM/2EFC LOGGER     070461270077610000000003000000CC20071119124652
E16ZP000000000         AZPM/2EFC LOGGER     070461310077620000000004000000CC20071119125306
E16ZP000000000         AZPM/2EFC LOGGER     070461330077630000000005000000CC20071119125601
E16ZP000000000         AZPM/2EFC LOGGER     070461360077640000000006000000CC20071119125922
E16ZP000000000         AZPM/2EFC LOGGER     070461380077650000000007000000CC20071119130103
E16ZP000000000         AZPM/2EFC LOGGER     070461430077660000000008000000CC20071119130621
E16ZP000000000         AZPM/2EFC LOGGER     070461460077670000000009000000CC20071119131017
E16ZP000000000         AZPM/2EFC LOGGER     070461490077680000000010000000CC20071119131557
E16ZP000000000         AZPM/2EFC LOGGER     070461590077690000000011000000CC20071119133534
E16ZP000000000         AZPM/2EFC LOGGER     070461620077700000000012000000CC20071119134028
E16ZP000000000         AZPM/2EFC LOGGER     070461640077710000000013000000CC20071119134218
E16ZP000000000         AZPM/2EFC LOGGER     070461670077720000000014000000CC20071119134456
E16ZP000000000         AZPM/2EFC LOGGER     070461680000000000000000000000LX20071119135233
E16ZP000000000         AZPM/2EFC LOGGER     070461750000000000000000000000LX20071119141642
E16ZP000000000         AZPM/2EFC LOGGER     070461770000000000000000000000LX20071119142205
E16ZP000000000         AZPM/2EFC LOGGER     070461790077750003190000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070461790077750003190000000000RG20071119142450
E16ZP000000000         AZPM/2EFC LOGGER     070461820077770000000015000000CC20071119143618
E16ZP000000000         AZPM/2EFC LOGGER     070461840077780000000016000000CC20071119143756
E16ZP000000000         AZPM/2EFC LOGGER     070461870077790000000017000000CC20071119144138
E16ZP000000000         AZPM/2EFC LOGGER     070461930077800000000018000000CC20071119144752
E16ZP000000000         AZPM/2EFC LOGGER     070461970077810000000019000000CC20071119145230
E16ZP000000000         AZPM/2EFC LOGGER     070461990077820000000020000000CC20071119145337
E16ZP000000000         AZPM/2EFC LOGGER     070462040077840000000021000000CC20071119145933
E16ZP000000000         AZPM/2EFC LOGGER     070462090077850000000022000000CC20071119150350
E16ZP000000000         AZPM/2EFC LOGGER     070462100000000000000000000000LX20071119150422
E16ZP000000000         AZPM/2EFC LOGGER     070462250077860000000023000000CC20071119152509
E16ZP000000000         AZPM/2EFC LOGGER     070462270077870000000024000000CC20071119152624
E16ZP000000000         AZPM/2EFC LOGGER     070462300077880000000025000000CC20071119152939
E16ZP000000000         AZPM/2EFC LOGGER     070462340077890000000026000000CC20071119153619
E16ZP000000000         AZPM/2EFC LOGGER     070462360077900000000027000000CC20071119153749
E16ZP000000000         AZPM/2EFC LOGGER     070462380077910000000028000000CC20071119154225
E16ZP000000000         AZPM/2EFC LOGGER     070462420077920000000029000000CC20071119154515
E16ZP000000000         AZPM/2EFC LOGGER     070462490077930000000030000000CC20071119160828
E16ZP000000000         AZPM/2EFC LOGGER     070462590077940000000031000000CC20071119161938
E16ZP000000000         AZPM/2EFC LOGGER     070462660077950000000032000000CC20071119162856
E16ZP000000000         AZPM/2EFC LOGGER     070462690077960000000033000000CC20071119163144
E16ZP000000000         AZPM/2EFC LOGGER     070462760077970000000034000000CC20071119163744
E16ZP000000000         AZPM/2EFC LOGGER     070462780077980000000035000000CC20071119164005
E16ZP000000000         AZPM/2EFC LOGGER     070462800077990000000036000000CC20071119164407
E16ZP000000000         AZPM/2EFC LOGGER     070462830078000000000037000000CC20071119164742
E16ZP000000000         AZPM/2EFC LOGGER     070462860078010000000038000000CC20071119165205
E16ZP000000000         AZPM/2EFC LOGGER     070462910078020000000039000000CC20071119170058
E16ZP000000000         AZPM/2EFC LOGGER     070462990078030000000040000000CC20071119170756
E16ZP000000000         AZPM/2EFC LOGGER     070463090078040000000041000000CC20071119173951
E16ZP000000000         AZPM/2EFC LOGGER     070463120078050000000042000000CC20071119174232
E16ZP000000000         AZPM/2EFC LOGGER     070463150078060000000043000000CC20071119174421
E16ZP000000000         AZPM/2EFC LOGGER     070463200078070000000044000000CC20071119175520
E16ZP000000000         AZPM/2EFC LOGGER     070463250078080000000045000000CC20071119180023
E16ZP000000000         AZPM/2EFC LOGGER     070463310078090000000046000000CC20071119181654
E16ZP000000000         AZPM/2EFC LOGGER     070463330078100000000047000000CC20071119181829
E16ZP000000000         AZPM/2EFC LOGGER     070463430078110000000048000000CC20071119183933
E16ZP000000000         AZPM/2EFC LOGGER     070463440000000000000000000000LX20071119184000
E16ZP000000000         AZPM/2EFC LOGGER     070463470078130003200000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070463470078130003200000000000RG20071119184614
E16ZP000000000         AZPM/2EFC LOGGER     070463490078140000000049000000CC20071119184805
E16ZP000000000         AZPM/2EFC LOGGER     070463510078150000000050000000CC20071119185037
E16ZP000000000         AZPM/2EFC LOGGER     070463540078160000000051000000CC20071119185504
E16ZP000000000         AZPM/2EFC LOGGER     070463580078170000000052000000CC20071119193404
E16ZP000000000         AZPM/2EFC LOGGER     070463610078180000000053000000CC20071119194749
E16ZP000000000         AZPM/2EFC LOGGER     070463650078190000000054000000CC20071119200040
E16ZP000000000         AZPM/2EFC LOGGER     070463720078200000000055000000CC20071119202052
E16ZP000000000         AZPM/2EFC LOGGER     070463750078210000000056000000CC20071119203130
E16ZP000000000         AZPM/2EFC LOGGER     070463790078220000000057000000CC20071119204449
E16ZP000000000         AZPM/2EFC LOGGER     070463880078230000000058000000CC20071119210638
E16ZP000000000         AZPM/2EFC LOGGER     070463890000000000000000000000LX20071119211138
E16ZP000000000         AZPM/2EFC LOGGER     070463930078270003210000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070463930078270003210000000000RG20071119214814
E16ZP000000000         AZPM/2EFC LOGGER     070463940078280003220000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070463940078280003220000000000RG20071119214849
E16ZP000000000         AZPM/2EFC LOGGER     070463950078290003230000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070463950078290003230000000000RG20071119214857
E16ZP000000000         AZPM/2EFC LOGGER     070463960078300003240000000000RG19700101000000
E16ZP000000000         AZPM/2EFC LOGGER     070463960078300003240000000000RG20071119215019
E16ZP000000000         AZPM/2EFC LOGGER     070463970000000000000000000112RZ20071119215453
E21ZP000000000         AZPM/2EFC LOGGER     07046103000000007758Dinheiro       0000000010000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046105037186000000Dinheiro       0000000000540N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046106037187000000Dinheiro       0000000000530N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046107037188000000Dinheiro       0000000001000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046108037189000000Dinheiro       0000000000500N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046109037190000000Smart          0000000000310N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046110037191000000Dinheiro       0000000000500N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046111037192000000Smart          0000000000280N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046112037193000000Dinheiro       0000000005000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046113037194000000Dinheiro       0000000002000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046114037195000000Dinheiro       0000000001550N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046115037196000000Dinheiro       0000000005000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046116037197000000Dinheiro       0000000001000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046120037198000000Dinheiro       0000000001000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046121037199000000Cartao Debito  0000000000840N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046123037200000000Cartao Debito  0000000000990N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046125037201000000Smart          0000000001240N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046126037202000000Cartao Debito  0000000001190N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046128037203000000Dinheiro       0000000001500N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046129037204000000Dinheiro       0000000005000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046130037205000000Cartao Debito  0000000000280N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046132037206000000Cartao Debito  0000000000930N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046134037207000000Smart          0000000001300N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046135037208000000Cartao Debito  0000000001160N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046137037209000000Cartao Debito  0000000001070N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046139037210000000Dinheiro       0000000005050N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046140037211000000Dinheiro       0000000001020N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046141037212000000Smart          0000000000920N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046142037213000000Cartao Debito  0000000002040N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046144037214000000Dinheiro       0000000001000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046145037215000000Cartao Debito  0000000000920N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046147037216000000Smart          0000000000840N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046148037217000000Cartao Debito  0000000000680N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046150037218000000Dinheiro       0000000002020N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046151037219000000Dinheiro       0000000000160N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046152037220000000Dinheiro       0000000002020N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046153037221000000Dinheiro       0000000002000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046154037222000000Dinheiro       0000000002000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046155037223000000Dinheiro       0000000001000N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046156037224000000Dinheiro       0000000000900N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046157037225000000Dinheiro       0000000000630N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046158037226000000Cartao Debito  0000000001160N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046160037227000000Dinheiro       0000000000500N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046161037228000000Cartao Credito 0000000000460N0000000000000
E21ZP000000000         AZPM/2EFC LOGGER     07046163037229000000Cartao Credito 0000000001080N0000000000000
